,Disease,Keyword,Website,Symptoms,,
0,Lupus and other Connective Tissue diseases,Rjeumtoid nodule,https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648,"Signs and symptoms of rheumatoid arthritis may include:
Tender, warm, swollen joints
Joint stiffness that is usually worse in the mornings and after inactivity
Fatigue, fever and loss of appetite
Early rheumatoid arthritis tends to affect your smaller joints first — particularly the joints that attach your fingers to your hands and your toes to your feet.As the disease progresses, symptoms often spread to the wrists, knees, ankles, elbows, hips and shoulders. In most cases, symptoms occur in the same joints on both sides of your body.About 40% of people who have rheumatoid arthritis also experience signs and symptoms that don't involve the joints. Areas that may be affected include:
Skin
Eyes
Lungs
Heart
Kidneys
Salivary glands
Nerve tissue
Bone marrow
Blood vessels
Rheumatoid arthritis signs and symptoms may vary in severity and may even come and go. Periods of increased disease activity, called flares, alternate with periods of relative remission — when the swelling and pain fade or disappear. Over time, rheumatoid arthritis can cause joints to deform and shift out of place.Make an appointment with your doctor if you have persistent discomfort and swelling in your joints.Rheumatoid arthritis is an autoimmune disease. Normally, your immune system helps protect your body from infection and disease. In rheumatoid arthritis, your immune system attacks healthy tissue in your joints. It can also cause medical problems with your heart, lungs, nerves, eyes and skin.Doctors don't know what starts this process, although a genetic component appears likely. While your genes don't actually cause rheumatoid arthritis, they can make you more likely to react to environmental factors — such as infection with certain viruses and bacteria — that may trigger the disease.Factors that may increase your risk of rheumatoid arthritis include:
Your sex. Women are more likely than men to develop rheumatoid arthritis.
Age. Rheumatoid arthritis can occur at any age, but it most commonly begins in middle age.
Family history. If a member of your family has rheumatoid arthritis, you may have an increased risk of the disease.
Smoking. Cigarette smoking increases your risk of developing rheumatoid arthritis, particularly if you have a genetic predisposition for developing the disease. Smoking also appears to be associated with greater disease severity.
Excess weight. People who are overweight appear to be at a somewhat higher risk of developing rheumatoid arthritis.
Rheumatoid arthritis increases your risk of developing:
Osteoporosis. Rheumatoid arthritis itself, along with some medications used for treating rheumatoid arthritis, can increase your risk of osteoporosis — a condition that weakens your bones and makes them more prone to fracture.
Rheumatoid nodules. These firm bumps of tissue most commonly form around pressure points, such as the elbows. However, these nodules can form anywhere in the body, including the heart and lungs.
Dry eyes and mouth. People who have rheumatoid arthritis are much more likely to develop Sjogren's syndrome, a disorder that decreases the amount of moisture in the eyes and mouth.
Infections. Rheumatoid arthritis itself and many of the medications used to combat it can impair the immune system, leading to increased infections. Protect yourself with vaccinations to prevent diseases such as influenza, pneumonia, shingles and COVID-19.
Abnormal body composition. The proportion of fat to lean mass is often higher in people who have rheumatoid arthritis, even in those who have a normal body mass index (BMI).
Carpal tunnel syndrome. If rheumatoid arthritis affects your wrists, the inflammation can compress the nerve that serves most of your hand and fingers.
Heart problems. Rheumatoid arthritis can increase your risk of hardened and blocked arteries, as well as inflammation of the sac that encloses your heart.
Lung disease. People with rheumatoid arthritis have an increased risk of inflammation and scarring of the lung tissues, which can lead to progressive shortness of breath.
Lymphoma. Rheumatoid arthritis increases the risk of lymphoma, a group of blood cancers that develop in the lymph system.


",,
0,Lupus and other Connective Tissue diseases,scleroderma,https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952,"hardening and tightening of the skin at the fingers, hands, feet and face. In some people, the skin thickening can also involve the forearms, upper arms, chest, abdomen, lower legs and thighs. Early symptoms may include swelling and itchiness. Affected skin can become lighter or darker in color and may look shiny because of the tightness.Some people also experience small red spots, called telangiectasia, on their hands and face. Calcium deposits can form under the skin, particularly at the fingertips, causing bumps that can be seen on X-rays.Raynaud's phenomenon is common in scleroderma and occurs because of an inappropriate and exaggerated contraction of the small blood vessels in the fingers and toes in response to the cold or emotional distress. When this happens, the digits may turn white, blue or red, and feel painful or numb. Raynaud's phenomenon also can occur in people who don't have scleroderma.Scleroderma can affect any part of the digestive system, from the esophagus to the rectum. 
Heartburn
Difficulty swallowing
Bloating
Diarrhea
Constipation
Fecal incontinence
When scleroderma affects the heart or lungs, it can cause shortness of breath, decreased exercise tolerance and dizziness. Scleroderma can cause scarring in the lung tissues that may result in increasing shortness of breath over time. There are medications that may help slow the progression of this lung damage.Scleroderma can also cause the blood pressure to increase in the circulation that goes between the heart and the lungs. This is called pulmonary hypertension. In addition to shortness of breath, pulmonary hypertension can also cause excess fluid in the legs, feet and sometimes around the heart.When scleroderma affects the heart, heartbeats can become irregular. Heart failure may also occur in some people.Scleroderma results from an overproduction and accumulation of collagen in body tissues. Collagen is a fibrous type of protein that makes up your body's connective tissues, including your skin.Doctors don't know exactly what causes this process to begin, but the body's immune system appears to play a role. Most likely, scleroderma is caused by a combination of factors, including immune system problems, genetics and environmental triggers.Anyone can get scleroderma, but it does occur much more often in women than in men.",,
0,Scabies Lyme Diease and other Infestations and Bites,Biting insects,https://www.mayoclinic.org/first-aid/first-aid-insect-bites/basics/art-20056593,NA,,
0,Scabies Lyme Diease and other Infestations and Bites,caterpillar dermatitis,https://www.mayoclinic.org/diseases-conditions/contact-dermatitis/symptoms-causes/syc-20352742,"
An itchy rash
Leathery patches that are darker than usual (hyperpigmented), typically on brown or Black skin
Dry, cracked, scaly skin, typically on white skin
Bumps and blisters, sometimes with oozing and crusting
Swelling, burning or tenderness
",,
0,Scabies Lyme Diease and other Infestations and Bites,Chigger bites bullous,https://my.clevelandclinic.org/health/diseases/23267-chigger-bites,"Speckled line of red spots or pimples on your skin.
Bites located where clothing tightly fits on your body.
Severe itch.",,
0,Scabies Lyme Diease and other Infestations and Bites,cutaneous larva migrans,https://www.healthline.com/health/cutaneous-larva-migrans,"Red, twisting lesions that grow. CLM presents as a red lesion that has a twisting, snake-like pattern. This is due to the movement of the larvae under your skin. Lesions can move up to 2 centimeters in a day. Itchiness and discomfort. CLM lesions may itch, sting, or be painful. Swelling. Swelling can also be present. Lesions on the feet and backside. CLM can occur anywhere on the body, although it most often occurs on areas likely to be exposed to contaminated soil or sand, such as the feet, buttocks, thighs, and hands.",,
0,Scabies Lyme Diease and other Infestations and Bites,duck itch,https://www.mayoclinic.org/diseases-conditions/swimmers-itch/symptoms-causes/syc-20355043,"itchy rash that looks like pimples or blisters. 

",,
0,Scabies Lyme Diease and other Infestations and Bites,fire ants,https://www.mayoclinic.org/first-aid/first-aid-insect-bites/basics/art-20056593,NA,,
0,Scabies Lyme Diease and other Infestations and Bites,flea bites,https://my.clevelandclinic.org/health/diseases/21718-flea-bites,"small, discolored bumps on your skin that come from a flea feeding on your blood.",,
0,Scabies Lyme Diease and other Infestations and Bites,jelly fish sting,https://www.mayoclinic.org/diseases-conditions/jellyfish-stings/symptoms-causes/syc-20353284,"Burning, prickling, stinging pain
Welts or tracks on the skin that look like a ""print"" of the tentacles' contact with the skin
Itchiness (pruritus)
Swelling
Throbbing pain that radiates up a leg or an arm
Severe jellyfish stings can affect multiple body systems. These reactions may appear rapidly or several hours after the stings. Symptoms of severe jellyfish stings include:
Stomach pain, nausea and vomiting
Headache
Muscle pain or spasms
Faintness, dizziness or confusion
Difficulty breathing
Heart problems",,
0,Scabies Lyme Diease and other Infestations and Bites,Maculae Cerulea,https://www.mayoclinic.org/diseases-conditions/pubic-lice-crabs/symptoms-causes/syc-20350300," intense itching in your genital region. Pubic lice can spread to other areas with coarse body hair, including the:
Legs
Chest
Armpits
Beard or mustache
Eyelashes or eyebrows, more commonly in children
",,
