Disease,Keyword,Website,Symptoms
Scabies Lyme Diease and other Infestations and Bites,Cactus Granuloma,https://my.clevelandclinic.org/health/diseases/24597-granuloma,"Granulomas often don’t cause symptoms on their own. For those who do have symptoms, they depend on where in your body the granuloma forms. You may also have symptoms of an infection that causes granulomas. Symptoms can include:

Fever.
Shortness of breath (dyspnea).
Cough.
Swollen lymph nodes.
Night sweats.
Eye redness or pain.
Vision problems.
Painful, hard lumps on your skin.
Headaches.
What does a granuloma look like?
Granulomas on your skin are hard lumps that can be lighter or darker than the surrounding skin, often in shades of pink or purple. Sometimes, they’re painful to touch.

Under a microscope, granulomas contain cells that are tightly packed together, so it can be hard to tell where the edges of one cell ends and another begins."
Scabies Lyme Diease and other Infestations and Bites,Cactus Granuloma,https://www.healthline.com/health/cholesterol/cholesterol-granuloma-symptoms,"Cholesterol granulomas donâ€™t always cause symptoms when they first appear. When symptoms do appear, theyâ€™ll be related to the exact size and exact location of the cyst. Symptoms can increase and become more severe as the cholesterol granuloma continues to grow. Symptoms of cholesterol granulomas include:dizzinessheadachesblurry visiondouble visionfacial painfacial twitches or spasmsfacial numbnessfacial weaknessreduced hearingear painringing in the ear (tinnitus)fluid buildup in the eardifficulties with speechdifficulties with swallowingnerve damageseizureAs the cholesterol granuloma grows, the damage can be permanent. This can lead to symptoms such as hearing loss or nerve damage becoming long-term complications. Treatment can help avoid these complications. "
Scabies Lyme Diease and other Infestations and Bites,Cactus Granuloma,https://en.wikipedia.org/wiki/Glochid,"Glochids or glochidia (singular ""glochidium"") are hair-like spines or short prickles, generally barbed, found on the areoles of cacti in the sub-family Opuntioideae. Cactus glochids easily detach from the plant and lodge in the skin, causing irritation upon contact. The tufts of glochids in the areoles nearly cover the stem surfaces of some cactus species, each tuft containing hundreds of glochids; this may be in addition to, or instead of, the larger, more conspicuous cactus spines, which do not readily detach and are not generally barbed.
"
Scabies Lyme Diease and other Infestations and Bites,Cactus Granuloma,https://www.msdmanuals.com/professional/infectious-diseases/sexually-transmitted-infections-stis/granuloma-inguinale,"Sites of infection are

Penis, scrotum, groin, and thighs in men
Vulva, vagina, and perineum in women
Anus and buttocks in patients who engage in anal-receptive intercourse
Face in both sexes
After an incubation period of about 1 to 12 weeks, a painless, red skin nodule slowly enlarges, becoming a raised, beefy red, moist, smooth, foul-smelling lesion. The lesion slowly enlarges, often ulcerates, and may spread to other skin areas. Lesions heal slowly, with scarring. Secondary infections with other bacteria are common and can cause extensive tissue destruction. Lymphadenopathy is uncommon.

Occasionally, granuloma inguinale spreads through the bloodstream to the bones, joints, or liver; without treatment, anemia, wasting, and, uncommonly, death may occur."
Scabies Lyme Diease and other Infestations and Bites,Cactus Granuloma,https://www.nhs.uk/conditions/granuloma-annulare/,"Granuloma annulare mainly affects children, teenagers and young adults, but older adults can get it too.The most common symptom is small circular patches of pink, purple or skin-coloured bumps on the skin.The patches can appear on 1 or more places on your body. They tend to affect bony areas such as the back of the hands, fingers, elbows and feet.The patches are usually raised and grow slowly to around 2.5 to 5cm. They may eventually become flatter before gradually fading.Granuloma annulare may be harder to see on black and brown skin.In older adults, granuloma annulare is often made up of lots of small pink or skin-coloured bumps that cover large areas of the arms, legs or trunk (chest, tummy and back).Less commonly, granuloma annulare can cause 1 or more firm, rubbery lumps just under the skin, usually on the feet and fingertips."
Scabies Lyme Diease and other Infestations and Bites,Cat bite,https://my.clevelandclinic.org/health/diseases/23537-cat-scratch-fever,"Cat scratch disease has two telltale signs: swollen lymph nodes and bumps or cysts under your skin (papules). The bumps can look like a rash or more like nodules, and they’re usually near your wound.

What are the symptoms of cat scratch fever?
Symptoms of cat scratch disease start three to 10 days after a cat scratch or wound and include:

Bumps or cysts under your skin (papules) or rash.
Swollen, painful lymph nodes (lymphadenopathy).
Fever.
Muscle, bone or joint aches.
Loss of appetite or weight loss.
Fatigue."
Scabies Lyme Diease and other Infestations and Bites,Cat bite,https://www.healthline.com/health/cat-bite,"redness or discoloration
swelling
inflammation
warmth
a bump or blister where the bite wound is located. pus or fluid emerging from the wound
loss of feeling near the wound
red or discolored streaks near the wound
swollen lymph nodes
fever or chills
night sweats
fatigue
muscle weakness
inability to use your hand (if your hand’s been bitten)"
Scabies Lyme Diease and other Infestations and Bites,Cat bite,https://en.wikipedia.org/wiki/Cat_bite,"Cat bites are usually considered minor injuries but can result in serious infection and cause rabies if inflicted by a rabid cat.Common symptoms include pain and swelling around the affected area. Sometimes, direct tissue damage from the cat bite can impair mobility or cause tenosynovitis or arthritis. In these cases, surgical consultation is needed to assess severity  Some unusual complications, like deep-vein thrombosis, subcutaneous emphysema and fetal tachycardia have been described. Some of the infections acquired from a cat bite can be acquired otherwise, like plague.
"
Scabies Lyme Diease and other Infestations and Bites,Cat bite,https://www.msdmanuals.com/en-sg/home/injuries-and-poisoning/bites-and-stings/animal-bites,"Cat bites involve deep puncture wounds that frequently become infected. Infected bites are painful, swollen, and red."
Scabies Lyme Diease and other Infestations and Bites,Cat bite,https://www.cdc.gov/healthypets/diseases/cat-scratch.html,"About three to 14 days after the skin is broken, a mild infection can occur at the site of the scratch or bite. The infected area may appear swollen and red with round, raised lesions and can have pus. A person with CSD may also have a fever, headache, poor appetite, and exhaustion. Later, the person’s lymph nodes near the original scratch or bite can become swollen, tender, or painful."
